LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
LID-20681,59,304000,95000,762,97,3,8.6,24,0.36,High School,Contract,Married,Yes,No,Other,Yes,0
LID-20682,33,477000,115000,566,118,5,17.5,24,0.52,Master's,Contract,Married,Yes,Yes,Home,Yes,0
LID-20683,47,362000,190000,590,128,2,14.5,12,0.24,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
LID-20684,38,477000,180000,715,145,2,10.9,48,0.17,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
LID-20685,34,946000,255000,594,150,3,17.4,12,0.5,High School,Self-employed,Single,No,Yes,Other,No,0
LID-20686,38,308000,70000,676,177,4,14.4,60,0.46,High School,Salaried,Married,No,No,Home,No,0
LID-20687,27,339000,185000,710,22,4,9.5,24,0.31,Bachelor's,Self-employed,Married,No,Yes,Home,No,0
LID-20688,50,441000,200000,739,166,3,12.0,12,0.3,Master's,Salaried,Married,No,No,Business,Yes,0
LID-20689,33,353000,115000,629,149,6,14.7,36,0.45,High School,Self-employed,Single,No,No,Education,No,0
LID-20690,47,140000,25000,671,43,3,12.2,36,0.33,PhD,Salaried,Single,No,No,Education,Yes,0
LID-20691,27,291000,100000,573,65,5,16.2,24,0.37,High School,Salaried,Single,No,No,Home,No,0
LID-20692,59,584000,290000,555,18,4,17.4,36,0.38,Bachelor's,Salaried,Single,No,Yes,Business,Yes,1
LID-20693,32,883000,665000,734,120,9,14.3,12,0.44,High School,Salaried,Married,No,Yes,Home,No,1
LID-20694,54,212000,75000,799,89,3,9.2,12,0.17,Bachelor's,Self-employed,Single,No,No,Other,No,0
LID-20695,50,212000,40000,541,106,6,17.8,60,0.35,Bachelor's,Salaried,Married,No,Yes,Home,Yes,0
LID-20696,60,407000,140000,531,117,3,17.5,48,0.51,Bachelor's,Contract,Single,No,Yes,Business,No,0
LID-20697,39,128000,80000,593,26,9,13.4,36,0.3,Bachelor's,Salaried,Married,No,No,Home,Yes,0
LID-20698,47,313000,100000,637,128,5,11.5,36,0.25,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0
LID-20699,36,154000,50000,717,155,2,11.2,24,0.19,Bachelor's,Self-employed,Divorced,No,No,Education,No,0
LID-20700,32,850000,270000,526,65,5,15.5,24,0.3,High School,Salaried,Married,No,No,Home,Yes,0
LID-20701,38,262000,135000,555,167,4,16.7,36,0.39,Bachelor's,Self-employed,Single,No,No,Home,Yes,0
LID-20702,31,994000,285000,633,24,2,13.3,48,0.49,High School,Salaried,Married,Yes,Yes,Education,No,0
LID-20703,62,739000,300000,624,133,4,17.2,12,0.53,Bachelor's,Salaried,Single,Yes,No,Home,No,1
LID-20704,28,281000,60000,579,95,5,15.3,36,0.36,Master's,Salaried,Married,No,Yes,Education,Yes,1
LID-20705,42,222000,105000,555,81,3,14.0,36,0.26,High School,Self-employed,Single,Yes,Yes,Business,Yes,0
LID-20706,43,360000,125000,589,30,3,13.6,48,0.24,Master's,Salaried,Single,No,No,Other,Yes,0
LID-20707,41,378000,140000,670,137,10,13.5,36,0.41,Master's,Salaried,Married,No,No,Business,No,0
LID-20708,45,484000,140000,576,95,3,16.0,12,0.25,Bachelor's,Salaried,Single,No,No,Home,Yes,0
LID-20709,29,261000,45000,493,44,3,18.2,36,0.38,High School,Salaried,Single,No,No,Other,Yes,0
LID-20710,41,604000,315000,727,67,4,10.7,36,0.49,Master's,Self-employed,Single,Yes,No,Home,No,0
LID-20711,34,463000,250000,667,135,4,12.6,24,0.27,Master's,Salaried,Married,No,Yes,Business,No,0
LID-20712,58,332000,120000,698,73,2,13.3,12,0.39,High School,Salaried,Married,No,Yes,Business,No,0
LID-20713,48,271000,100000,688,125,6,12.0,12,0.29,Master's,Salaried,Single,No,Yes,Business,No,0
LID-20714,61,362000,65000,695,68,4,12.4,12,0.35,Master's,Salaried,Married,No,No,Business,No,0
LID-20715,25,255000,95000,673,22,5,8.5,12,0.16,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
LID-20716,34,413000,60000,751,52,3,11.4,24,0.37,Master's,Salaried,Married,No,No,Business,No,0
LID-20717,32,420000,170000,497,149,3,17.8,48,0.29,Bachelor's,Contract,Married,No,Yes,Other,No,0
LID-20718,23,462000,85000,730,47,10,12.3,24,0.46,Bachelor's,Salaried,Single,No,Yes,Other,No,0
LID-20719,33,1058000,235000,652,79,2,14.0,12,0.27,Bachelor's,Salaried,Single,Yes,No,Education,Yes,0
LID-20720,45,372000,105000,665,72,8,13.2,48,0.26,High School,Self-employed,Single,No,Yes,Education,No,0
LID-20721,33,696000,240000,661,89,4,10.9,60,0.24,Bachelor's,Self-employed,Married,No,No,Other,Yes,0
LID-20722,40,454000,220000,531,0,5,15.9,36,0.31,High School,Unemployed,Married,No,No,Auto,Yes,0
LID-20723,54,351000,135000,765,79,5,9.5,24,0.32,Bachelor's,Salaried,Single,No,No,Home,Yes,0
LID-20724,46,375000,90000,672,152,5,10.8,36,0.13,Master's,Salaried,Married,No,Yes,Home,No,0
LID-20725,37,388000,245000,607,155,2,13.5,12,0.28,High School,Self-employed,Married,No,Yes,Home,No,0
LID-20726,36,467000,105000,792,52,1,12.0,48,0.51,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-20727,38,236000,70000,610,80,2,13.9,24,0.29,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-20728,31,179000,30000,498,127,3,15.3,48,0.38,High School,Salaried,Divorced,No,No,Home,Yes,0
LID-20729,44,574000,200000,609,148,1,16.0,24,0.51,Master's,Salaried,Married,Yes,Yes,Education,No,0
LID-20730,36,656000,220000,655,112,5,14.9,12,0.4,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-20731,52,603000,190000,513,0,9,15.2,48,0.25,Bachelor's,Unemployed,Divorced,No,No,Home,Yes,0
LID-20732,48,436000,65000,624,76,2,12.6,24,0.22,High School,Salaried,Single,No,No,Education,No,0
LID-20733,43,610000,290000,631,45,3,13.0,24,0.39,High School,Self-employed,Married,No,No,Education,No,0
LID-20734,36,593000,270000,643,109,2,14.7,12,0.32,High School,Salaried,Married,No,No,Education,No,0
LID-20735,32,617000,250000,609,42,7,15.0,24,0.33,High School,Salaried,Married,Yes,No,Home,No,0
LID-20736,49,250000,75000,717,150,3,11.0,12,0.19,Bachelor's,Salaried,Single,No,No,Home,No,0
LID-20737,39,219000,50000,656,87,4,12.0,60,0.27,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-20738,33,323000,195000,728,123,2,11.1,60,0.35,High School,Salaried,Married,No,Yes,Other,No,0
LID-20739,32,397000,235000,551,115,4,15.9,24,0.25,High School,Self-employed,Single,No,No,Other,Yes,0
LID-20740,31,350000,220000,700,72,5,12.5,12,0.3,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID-20741,49,143000,30000,662,130,2,13.6,12,0.31,Master's,Salaried,Divorced,No,No,Auto,No,0
LID-20742,33,1032000,305000,636,124,1,13.7,12,0.21,Bachelor's,Salaried,Married,Yes,No,Home,Yes,0
LID-20743,40,344000,105000,552,32,2,16.1,12,0.21,High School,Salaried,Divorced,No,No,Home,Yes,0
LID-20744,38,440000,180000,706,75,5,11.5,36,0.31,Master's,Salaried,Married,No,No,Education,No,0
LID-20745,42,794000,355000,684,30,5,12.5,36,0.64,Master's,Self-employed,Married,Yes,Yes,Auto,No,0
LID-20746,54,120000,40000,787,154,1,10.7,24,0.41,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-20747,53,302000,125000,659,132,3,13.5,36,0.36,Bachelor's,Salaried,Single,No,No,Business,No,0
LID-20748,38,324000,55000,580,54,3,15.2,24,0.38,Bachelor's,Contract,Single,No,No,Business,Yes,1
LID-20749,24,333000,60000,592,11,2,12.2,36,0.21,Master's,Salaried,Single,No,No,Business,No,0
LID-20750,38,364000,165000,592,134,4,15.0,36,0.46,Bachelor's,Salaried,Single,Yes,No,Home,Yes,0
LID-20751,43,887000,335000,494,153,2,16.2,36,0.2,Master's,Salaried,Single,No,No,Home,Yes,1
LID-20752,41,580000,255000,680,106,10,14.6,24,0.45,High School,Salaried,Married,No,Yes,Education,No,0
LID-20753,44,678000,265000,494,0,4,17.8,36,0.23,Bachelor's,Unemployed,Married,No,No,Education,Yes,1
LID-20754,31,411000,110000,488,4,2,18.6,24,0.61,Master's,Salaried,Married,Yes,Yes,Home,Yes,0
LID-20755,44,185000,30000,741,72,6,10.1,36,0.3,Master's,Salaried,Married,No,Yes,Home,No,0
LID-20756,31,128000,25000,669,47,4,13.1,24,0.28,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-20757,48,173000,40000,542,102,2,18.0,12,0.47,Master's,Salaried,Divorced,Yes,No,Home,Yes,0
LID-20758,35,488000,165000,684,31,2,10.6,36,0.21,Bachelor's,Salaried,Married,No,No,Business,Yes,0
LID-20759,46,407000,155000,483,0,2,16.2,24,0.29,Bachelor's,Unemployed,Married,No,No,Other,Yes,0
LID-20760,26,357000,85000,641,93,6,14.2,12,0.39,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-20761,37,327000,70000,560,34,1,14.7,12,0.2,Bachelor's,Self-employed,Married,No,Yes,Education,Yes,0
LID-20762,46,1210000,730000,693,120,5,14.6,60,0.42,Bachelor's,Salaried,Single,No,Yes,Business,No,1
LID-20763,33,255000,45000,683,78,7,14.5,12,0.57,Bachelor's,Salaried,Single,No,No,Business,No,1
LID-20764,50,667000,260000,640,131,6,15.6,60,0.52,Bachelor's,Salaried,Single,No,Yes,Other,No,0
LID-20765,44,401000,125000,689,94,4,12.2,48,0.19,High School,Contract,Married,No,Yes,Auto,Yes,0
LID-20766,42,387000,105000,696,154,6,11.8,48,0.36,High School,Salaried,Married,Yes,Yes,Home,Yes,0
LID-20767,36,765000,245000,517,14,4,16.6,60,0.36,Master's,Salaried,Single,Yes,No,Education,Yes,0
LID-20768,39,895000,425000,700,100,9,10.8,36,0.36,High School,Salaried,Married,No,Yes,Home,No,0
LID-20769,43,351000,265000,651,138,6,13.7,12,0.44,High School,Salaried,Married,No,No,Other,No,0
LID-20770,39,621000,140000,782,46,5,9.2,36,0.26,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-20771,46,489000,70000,534,43,5,14.7,24,0.15,High School,Self-employed,Married,No,Yes,Auto,No,1
LID-20772,38,402000,160000,657,66,4,12.9,60,0.33,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-20773,32,448000,125000,710,109,6,11.1,36,0.32,High School,Salaried,Single,No,No,Auto,No,0
LID-20774,32,274000,80000,696,56,3,10.7,24,0.36,High School,Salaried,Married,No,Yes,Other,No,0
LID-20775,22,338000,120000,511,11,4,15.6,36,0.2,Master's,Salaried,Single,No,No,Home,Yes,0
LID-20776,35,291000,90000,634,88,3,13.0,60,0.36,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-20777,48,657000,185000,751,67,4,9.4,36,0.22,High School,Self-employed,Married,No,No,Auto,No,0
LID-20778,50,380000,140000,614,102,7,14.3,36,0.33,Bachelor's,Salaried,Single,No,No,Other,No,1
LID-20779,32,196000,95000,785,71,3,9.6,12,0.37,Bachelor's,Self-employed,Single,No,Yes,Business,No,0
LID-20780,60,269000,75000,557,144,5,14.3,12,0.33,Bachelor's,Salaried,Divorced,No,No,Education,Yes,0
LID-20781,40,120000,25000,666,141,5,11.3,48,0.15,Bachelor's,Contract,Single,No,No,Business,No,0
LID-20782,56,305000,115000,620,136,3,14.1,24,0.29,High School,Self-employed,Married,No,No,Home,Yes,0
LID-20783,46,409000,130000,632,82,2,12.4,48,0.24,Bachelor's,Salaried,Married,No,No,Education,No,0
LID-20784,47,371000,110000,827,126,2,8.6,24,0.38,Bachelor's,Salaried,Single,No,No,Home,No,0
LID-20785,28,1190000,465000,730,101,2,10.8,36,0.3,High School,Self-employed,Single,No,No,Education,No,0
LID-20786,33,549000,245000,745,115,4,11.9,24,0.51,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-20787,23,536000,280000,644,18,1,15.4,12,0.41,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-20788,47,162000,30000,741,71,4,9.7,12,0.37,Bachelor's,Salaried,Single,No,Yes,Business,No,0
LID-20789,36,328000,40000,681,44,5,12.6,36,0.38,Bachelor's,Self-employed,Single,No,No,Other,No,0
LID-20790,49,306000,165000,760,78,7,9.3,36,0.28,Master's,Salaried,Single,No,No,Business,No,0
LID-20791,35,260000,70000,559,7,3,13.7,24,0.25,Master's,Salaried,Married,No,No,Auto,Yes,0
LID-20792,51,258000,65000,556,0,5,16.4,24,0.52,Bachelor's,Unemployed,Single,No,Yes,Auto,No,1
LID-20793,30,148000,55000,571,72,6,13.7,12,0.24,Bachelor's,Salaried,Married,No,No,Education,Yes,0
LID-20794,31,198000,40000,565,10,3,12.6,24,0.25,Bachelor's,Self-employed,Single,No,Yes,Other,No,0
LID-20795,36,647000,290000,669,149,4,12.1,24,0.27,High School,Self-employed,Married,No,Yes,Auto,No,0
LID-20796,37,370000,220000,582,100,2,15.5,12,0.17,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-20797,36,303000,105000,634,165,4,14.3,36,0.47,Master's,Self-employed,Single,Yes,No,Auto,No,1
LID-20798,48,399000,130000,628,107,4,11.8,36,0.24,Bachelor's,Salaried,Single,No,No,Education,No,0
LID-20799,28,761000,300000,850,21,5,8.5,36,0.39,High School,Self-employed,Single,No,No,Education,Yes,0
LID-20800,36,401000,95000,591,44,2,12.1,24,0.19,High School,Salaried,Single,No,No,Education,Yes,0
LID-20801,52,539000,180000,620,100,5,14.6,24,0.25,Bachelor's,Salaried,Divorced,No,No,Home,No,0
LID-20802,27,251000,35000,615,36,3,13.1,36,0.27,High School,Salaried,Single,No,No,Business,Yes,0
LID-20803,58,285000,95000,729,112,4,12.3,12,0.46,Bachelor's,Self-employed,Married,Yes,No,Home,No,0
LID-20804,63,486000,75000,736,56,6,10.8,36,0.33,Bachelor's,Salaried,Married,Yes,Yes,Education,No,0
LID-20805,28,1134000,365000,708,38,2,11.6,12,0.44,High School,Self-employed,Single,No,Yes,Education,No,0
LID-20806,34,879000,340000,573,20,4,15.1,36,0.2,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-20807,36,552000,265000,712,165,5,12.0,12,0.24,Bachelor's,Self-employed,Single,No,No,Other,No,0
LID-20808,49,435000,170000,562,147,2,14.3,36,0.15,Bachelor's,Salaried,Married,No,Yes,Other,Yes,1
LID-20809,42,865000,255000,585,53,5,16.4,36,0.44,High School,Salaried,Married,Yes,Yes,Other,No,0
LID-20810,44,620000,200000,770,55,8,9.8,12,0.38,High School,Salaried,Married,Yes,No,Business,Yes,0
LID-20811,48,120000,30000,710,60,6,12.2,48,0.32,Master's,Salaried,Married,No,No,Home,No,0
LID-20812,29,224000,145000,520,27,5,17.2,48,0.36,Bachelor's,Self-employed,Single,No,No,Home,No,0
LID-20813,51,482000,225000,812,115,3,10.6,12,0.52,Bachelor's,Salaried,Divorced,No,No,Auto,No,0
LID-20814,46,150000,30000,661,12,5,15.0,12,0.46,High School,Contract,Married,No,No,Home,Yes,1
LID-20815,42,244000,85000,566,50,3,12.1,36,0.2,High School,Self-employed,Divorced,No,No,Auto,Yes,0
LID-20816,54,272000,60000,588,66,5,13.3,48,0.2,Bachelor's,Contract,Single,No,No,Business,No,0
LID-20817,46,348000,135000,746,20,8,9.7,24,0.27,Master's,Salaried,Single,No,Yes,Auto,No,0
LID-20818,32,342000,110000,765,47,3,10.4,12,0.39,Master's,Salaried,Divorced,No,Yes,Other,No,0
LID-20819,38,341000,55000,551,82,3,16.4,36,0.44,Master's,Salaried,Married,Yes,No,Home,Yes,0
LID-20820,39,630000,200000,646,84,4,14.6,12,0.44,High School,Salaried,Married,No,No,Home,No,0
LID-20821,27,346000,95000,639,53,4,12.7,12,0.28,Master's,Salaried,Single,No,Yes,Auto,No,0
LID-20822,59,324000,85000,556,111,6,14.5,48,0.2,Master's,Self-employed,Married,No,Yes,Education,Yes,0
LID-20823,30,191000,70000,592,10,10,16.0,24,0.36,High School,Self-employed,Single,No,Yes,Education,Yes,0
LID-20824,46,703000,140000,585,143,3,13.6,36,0.22,Bachelor's,Salaried,Married,No,No,Home,No,0
LID-20825,40,277000,70000,702,15,3,12.0,36,0.35,Bachelor's,Self-employed,Divorced,No,Yes,Home,No,0
LID-20826,25,220000,85000,693,81,7,10.9,36,0.14,High School,Salaried,Single,No,No,Education,No,0
LID-20827,57,450000,130000,798,88,5,9.8,24,0.38,Bachelor's,Salaried,Married,Yes,Yes,Business,No,0
LID-20828,52,263000,95000,850,150,2,8.5,12,0.4,Master's,Salaried,Single,No,No,Education,Yes,0
LID-20829,40,300000,140000,707,58,3,12.3,12,0.32,Master's,Salaried,Single,No,Yes,Business,No,0
LID-20830,33,461000,240000,623,69,4,14.5,12,0.27,Master's,Self-employed,Divorced,No,No,Home,No,0
LID-20831,29,335000,215000,688,32,6,12.7,36,0.25,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID-20832,36,1427000,230000,673,71,1,13.8,36,0.42,Bachelor's,Salaried,Divorced,No,No,Education,Yes,0
LID-20833,33,384000,65000,733,34,1,10.5,36,0.41,Bachelor's,Self-employed,Married,No,No,Other,No,0
LID-20834,40,562000,235000,802,85,4,11.5,48,0.64,Bachelor's,Salaried,Single,Yes,No,Education,No,1
LID-20835,60,138000,65000,728,154,7,12.6,48,0.29,High School,Self-employed,Married,No,No,Education,No,0
LID-20836,42,249000,60000,520,41,1,14.6,24,0.24,Bachelor's,Salaried,Single,No,No,Auto,No,0
LID-20837,54,220000,50000,566,71,6,16.4,24,0.4,Bachelor's,Self-employed,Single,Yes,No,Auto,No,0
LID-20838,44,237000,70000,724,22,5,10.0,36,0.27,High School,Salaried,Single,No,Yes,Other,No,0
LID-20839,39,503000,165000,678,99,3,10.5,12,0.21,High School,Salaried,Single,No,No,Home,No,0
LID-20840,52,708000,90000,614,23,5,16.6,24,0.44,Master's,Salaried,Married,No,No,Other,Yes,0
LID-20841,39,484000,120000,468,56,3,18.9,60,0.39,High School,Salaried,Single,No,Yes,Business,Yes,0
LID-20842,53,353000,55000,664,143,5,12.7,36,0.35,Bachelor's,Salaried,Married,No,No,Business,Yes,0
LID-20843,34,283000,165000,743,144,6,14.2,36,0.49,Master's,Salaried,Single,Yes,No,Business,Yes,0
LID-20844,30,739000,285000,737,106,3,11.4,48,0.46,Bachelor's,Self-employed,Married,No,Yes,Business,No,0
LID-20845,53,1251000,580000,632,153,7,12.2,36,0.14,High School,Salaried,Married,No,No,Other,Yes,0
LID-20846,42,431000,210000,622,82,4,13.9,24,0.5,Bachelor's,Contract,Single,No,No,Home,No,0
LID-20847,54,671000,330000,602,153,3,17.1,24,0.54,High School,Salaried,Single,No,Yes,Business,No,1
LID-20848,58,484000,110000,483,0,3,17.4,24,0.28,High School,Unemployed,Married,No,No,Home,Yes,1
LID-20849,26,607000,145000,567,0,3,16.5,24,0.47,Master's,Unemployed,Divorced,No,No,Other,Yes,1
LID-20850,40,211000,125000,717,87,3,11.7,12,0.34,Bachelor's,Salaried,Single,No,No,Home,No,0
LID-20851,36,306000,50000,677,0,1,14.4,48,0.2,Bachelor's,Unemployed,Married,No,Yes,Home,No,0
LID-20852,43,498000,230000,711,73,3,11.5,36,0.24,Bachelor's,Contract,Married,No,Yes,Education,No,0
LID-20853,50,780000,110000,684,112,4,13.7,48,0.41,High School,Salaried,Married,No,Yes,Home,No,0
LID-20854,34,255000,85000,538,99,4,15.7,36,0.4,Bachelor's,Contract,Single,No,No,Auto,Yes,1
LID-20855,41,131000,25000,561,130,5,14.4,36,0.35,High School,Salaried,Single,No,No,Business,No,1
LID-20856,46,304000,95000,659,30,5,12.5,24,0.34,Bachelor's,Salaried,Divorced,Yes,No,Home,No,0
LID-20857,30,698000,190000,773,70,5,12.5,36,0.45,Bachelor's,Salaried,Married,No,No,Other,No,0
LID-20858,51,168000,30000,541,38,3,18.8,24,0.35,High School,Salaried,Single,No,Yes,Education,Yes,0
LID-20859,43,210000,80000,689,106,7,10.5,12,0.39,Bachelor's,Salaried,Divorced,No,No,Business,No,0
LID-20860,59,436000,165000,744,127,3,11.5,36,0.35,High School,Contract,Single,No,No,Other,No,0
LID-20861,35,376000,125000,503,0,6,18.9,12,0.31,Bachelor's,Unemployed,Married,No,Yes,Education,No,1
LID-20862,29,555000,170000,719,81,6,13.7,24,0.39,Bachelor's,Self-employed,Single,No,No,Business,Yes,0
LID-20863,40,204000,60000,733,64,3,11.3,48,0.43,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-20864,28,335000,130000,632,111,3,13.0,12,0.36,Master's,Contract,Married,No,No,Business,No,0
LID-20865,61,772000,445000,831,69,3,8.5,60,0.35,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-20866,26,208000,65000,694,73,7,10.1,36,0.23,Master's,Contract,Married,No,Yes,Business,Yes,0
LID-20867,48,902000,515000,719,72,5,8.6,48,0.23,Bachelor's,Salaried,Married,No,Yes,Business,No,0
LID-20868,40,223000,40000,584,109,5,15.2,12,0.44,Master's,Contract,Divorced,No,No,Home,No,0
LID-20869,36,639000,410000,763,65,5,8.5,24,0.23,Bachelor's,Self-employed,Single,No,Yes,Auto,No,0
LID-20870,27,326000,110000,636,71,4,12.7,36,0.39,Bachelor's,Contract,Married,No,No,Business,No,1
LID-20871,43,213000,115000,607,152,8,14.3,24,0.2,Master's,Contract,Married,No,Yes,Other,No,0
LID-20872,42,305000,95000,421,104,4,18.0,24,0.28,Bachelor's,Contract,Single,No,Yes,Business,Yes,0
LID-20873,34,540000,175000,653,48,1,13.7,12,0.45,Master's,Self-employed,Married,No,Yes,Home,No,0
LID-20874,56,399000,155000,685,92,5,10.4,36,0.15,Bachelor's,Self-employed,Single,No,No,Education,No,0
LID-20875,35,741000,180000,769,164,4,8.7,48,0.22,Bachelor's,Self-employed,Married,No,No,Auto,No,0
LID-20876,38,882000,430000,689,32,5,11.3,36,0.13,Bachelor's,Salaried,Married,No,Yes,Auto,No,0
LID-20877,41,209000,25000,716,78,1,12.1,36,0.35,High School,Self-employed,Single,Yes,No,Other,No,0
LID-20878,29,201000,30000,719,53,5,12.6,36,0.47,Bachelor's,Salaried,Single,No,Yes,Education,No,0
LID-20879,57,195000,85000,568,27,6,13.6,36,0.22,PhD,Contract,Married,No,No,Home,Yes,0
LID-20880,36,244000,105000,671,120,2,12.2,48,0.28,Master's,Salaried,Married,No,Yes,Business,Yes,1
LID-20881,28,735000,300000,658,0,4,12.6,24,0.33,Bachelor's,Unemployed,Single,No,No,Auto,Yes,0
LID-20882,37,545000,265000,724,122,6,10.6,12,0.29,Bachelor's,Salaried,Married,No,No,Home,No,0
LID-20883,43,297000,100000,663,57,10,13.7,48,0.31,Bachelor's,Salaried,Married,No,Yes,Home,No,1
LID-20884,40,398000,180000,648,71,1,14.1,24,0.36,High School,Contract,Single,No,No,Business,No,0
LID-20885,46,867000,525000,673,37,4,12.0,12,0.35,High School,Salaried,Divorced,No,No,Auto,No,0
LID-20886,27,1143000,225000,692,36,9,11.6,24,0.34,High School,Salaried,Single,No,Yes,Auto,No,0
LID-20887,34,462000,125000,620,105,5,13.2,36,0.19,Bachelor's,Self-employed,Married,No,No,Home,Yes,0
LID-20888,51,120000,50000,645,104,7,14.2,24,0.43,Master's,Salaried,Divorced,No,No,Business,Yes,0
LID-20889,28,471000,110000,676,90,4,12.5,36,0.48,High School,Salaried,Single,No,No,Auto,No,0
LID-20890,53,669000,250000,668,174,7,12.6,24,0.28,High School,Self-employed,Married,No,No,Auto,No,0
LID-20891,28,453000,120000,682,84,2,10.8,36,0.27,Bachelor's,Contract,Single,Yes,No,Business,No,0
LID-20892,51,597000,265000,671,67,6,12.1,24,0.2,Bachelor's,Salaried,Married,No,Yes,Home,No,0
LID-20893,36,487000,190000,653,70,3,10.5,24,0.13,Bachelor's,Salaried,Married,No,Yes,Business,Yes,0
LID-20894,43,203000,90000,715,127,7,12.5,24,0.61,High School,Salaried,Married,No,Yes,Auto,No,0
LID-20895,31,246000,95000,587,62,4,14.7,12,0.5,Bachelor's,Salaried,Single,No,No,Auto,Yes,0
LID-20896,27,335000,130000,574,88,3,13.6,12,0.36,Master's,Salaried,Single,No,Yes,Business,Yes,0
LID-20897,32,719000,235000,850,101,9,8.5,24,0.23,Bachelor's,Salaried,Married,No,Yes,Other,No,0
LID-20898,30,263000,95000,659,65,6,12.9,24,0.41,Master's,Salaried,Single,No,No,Auto,No,0
LID-20899,35,514000,205000,506,33,6,17.5,48,0.41,Bachelor's,Contract,Single,No,Yes,Other,No,1
LID-20900,40,473000,90000,698,86,1,12.1,24,0.3,Bachelor's,Salaried,Married,No,No,Business,No,1
LID-20901,42,958000,395000,623,147,4,15.6,12,0.63,Master's,Salaried,Married,No,Yes,Auto,No,0
LID-20902,49,391000,160000,692,63,8,11.2,36,0.26,Bachelor's,Self-employed,Single,No,No,Other,No,0
LID-20903,44,152000,25000,569,86,2,16.4,24,0.32,High School,Salaried,Married,Yes,Yes,Education,Yes,0
LID-20904,43,571000,115000,701,99,4,10.8,12,0.24,High School,Self-employed,Married,No,Yes,Education,No,0
LID-20905,37,1297000,315000,661,88,4,10.7,12,0.16,Bachelor's,Salaried,Single,No,No,Education,Yes,0
LID-20906,39,592000,180000,808,144,4,9.8,24,0.41,Bachelor's,Salaried,Married,No,Yes,Education,No,0
LID-20907,37,260000,85000,725,38,6,11.1,24,0.37,Bachelor's,Salaried,Divorced,Yes,No,Business,Yes,0
LID-20908,52,221000,70000,597,88,4,12.8,36,0.18,High School,Salaried,Married,No,Yes,Auto,No,0
LID-20909,33,237000,55000,486,103,2,19.5,36,0.4,High School,Self-employed,Divorced,No,No,Business,Yes,0
LID-20910,22,1205000,380000,584,33,5,15.7,48,0.29,Master's,Contract,Single,Yes,No,Business,No,0
LID-20911,44,334000,105000,591,148,8,16.5,36,0.34,Master's,Salaried,Married,Yes,Yes,Education,Yes,0
LID-20912,32,278000,135000,591,68,4,14.9,36,0.35,Bachelor's,Salaried,Single,No,No,Business,Yes,1
LID-20913,54,367000,50000,648,165,5,12.5,24,0.18,Bachelor's,Salaried,Divorced,No,No,Education,No,0
LID-20914,53,336000,140000,653,144,7,13.3,24,0.32,Master's,Self-employed,Single,Yes,No,Home,No,0
LID-20915,28,948000,315000,631,26,10,14.0,48,0.34,Bachelor's,Salaried,Divorced,No,No,Auto,No,0
LID-20916,29,229000,70000,850,98,4,8.7,36,0.34,Master's,Salaried,Married,No,Yes,Other,No,0
LID-20917,40,766000,515000,631,156,1,15.1,12,0.36,High School,Salaried,Married,No,Yes,Business,No,0
LID-20918,43,428000,185000,844,153,4,8.5,24,0.44,Bachelor's,Salaried,Divorced,No,No,Home,No,0
LID-20919,34,778000,240000,747,81,4,12.0,12,0.6,Master's,Salaried,Single,Yes,No,Business,Yes,0
LID-20920,47,956000,535000,689,61,3,12.8,36,0.24,Bachelor's,Self-employed,Married,No,No,Education,No,0
LID-20921,42,419000,185000,642,69,5,13.6,48,0.31,Bachelor's,Contract,Divorced,No,No,Other,Yes,0
LID-20922,35,337000,70000,594,47,7,14.8,12,0.28,Bachelor's,Self-employed,Married,No,No,Business,No,0
LID-20923,25,415000,95000,571,48,5,14.4,36,0.29,High School,Salaried,Married,No,Yes,Auto,No,0
LID-20924,48,380000,220000,595,43,6,14.2,36,0.23,Bachelor's,Salaried,Married,No,Yes,Business,Yes,0
LID-20925,32,161000,25000,698,21,4,13.7,36,0.49,High School,Salaried,Married,No,Yes,Business,No,0
